evaluation_type,query,response,score,feedback
relevancy,Where is the company that purchased Aixam based in?,The company that purchased Aixam is based in the United States.,1.0,YES
relevancy,"Which documentary is about Finnish rock groups, Adam Clayton Powell or The Saimaa Gesture?",The Saimaa Gesture is the documentary about Finnish rock groups.,1.0,YES
relevancy,"Who was inducted into the Rock and Roll Hall of Fame, David Lee Roth or Cia Berg?",David Lee Roth was inducted into the Rock and Roll Hall of Fame.,1.0,YES
relevancy,Zimbabwe's Guwe Secondary School has a sister school in what New York cunty?,"Guwe Secondary School in Zimbabwe has a sister school in Carle Place, New York, which is located in Nassau County.",1.0,YES
relevancy,"The Royal Commission into Drug Trafficking (1977â€“1979) or Woodward Royal Commission was a royal commission initiated by the New South Wales Government to investigate drug trafficking in New South Wales, Australia, especially links between the New South Wales Police and Mafia, The Honoured Society, is a Calabrian 'Ndrangheta criminal confederation, started in Melbourne and currently active in all of which country?  ","The Royal Commission into Drug Trafficking (1977–1979), also known as the Woodward Royal Commission, was initiated to investigate drug trafficking in New South Wales, Australia, particularly focusing on links between the New South Wales Police and the Mafia. The Honoured Society, a Calabrian 'Ndrangheta criminal confederation, started in Melbourne and is currently active in Australia.",0.0,NO
relevancy,"The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, a former United States Air Force base located in the North Highlands area of Sacramento County, in which US state?",California,1.0,YES
relevancy,The axial turbojet Pirna 014 was designed by engineers from this German aircraft and aircraft engine manufacturer based in which city?,"The axial turbojet Pirna 014 was designed by engineers from the German aircraft and aircraft engine manufacturer Junkers, which was based in Dessau.",1.0,YES
relevancy,"Which faith is designated to the University of Providence, private university accredited by the NW association of Schools and Colleges and located in a third largest city in Montana after being passed by Missoula? ",The University of Providence is a private Roman Catholic university.,1.0,YES
relevancy,Pauline Henry was known as the vocalist of a very popular cover song. Which album was this song from?,"The song was from the album ""The Chimes.""",1.0,YES
relevancy,Guitars for Wounded Warriors is an album that was recorded in the village in which New York county?,"Guitars for Wounded Warriors was recorded in the village of New Paltz, which is located in Ulster County, New York.",1.0,YES
relevancy,"What American country music singer-songwriter, born in May of 1942, sang a duet with her ex-husband the same year that he released the song ""The Battle?""",Tammy Wynette,1.0,YES
relevancy,"Who was born first, Francis Nethersole or Elizabeth Stuart?","Francis Nethersole was born first in 1587, while Elizabeth Stuart was born on 19 August 1596.",1.0,YES
relevancy,What does the Hacker-Pschorr Brewery have to limit in order to comply with German regulations?,"The Hacker-Pschorr Brewery would need to limit the ingredients in their beer to comply with German regulations, specifically those outlined in the Reinheitsgebot, which is known as the German Beer Purity Law.",1.0,YES
relevancy,"Don Barry Mason was the founder of the Psychedelic Shamanistic Institute (PSI), which other member that's Welsh, that died on 10 April 2016?",The Welsh member of the Psychedelic Shamanistic Institute (PSI) who died on 10 April 2016 is Howard Marks.,1.0,YES
relevancy,What male actor starred in The Messenger?,"Robert Sheehan starred in ""The Messenger.""",1.0,YES
relevancy,Are Gin and tonic and Paloma both cocktails based on tequila?,"No, only the Paloma is a cocktail based on tequila. The Gin and tonic is based on gin.",1.0,YES
relevancy,Who is older Glenn Hughes or Ross Lynch?,"Glenn Hughes is older than Ross Lynch. Glenn Hughes was born on August 21, 1951.",0.0,NO
relevancy,"In what year was the creator of the current arrangement of the ""Simpson's Theme"" born?","The year of birth for the creator of the current arrangement of ""The Simpsons Theme"" is not provided.",0.0,NO
relevancy,The Southern Railway runs from Vienna to Graz and the border with Slovenia at Spielfeld via the first mountain railway built in Europe to use what kind of track?,The Southern Railway runs from Vienna to Graz and the border with Slovenia at Spielfeld via the first mountain railway built in Europe to use a standard gauge track.,1.0,YES
relevancy,In what show did Cynthia Nixon receive the 2004 Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series and a Screen Actors Guild Award for her performance?,"Cynthia Nixon received the 2004 Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series and a Screen Actors Guild Award for her performance in the HBO series ""Sex and the City.""",1.0,YES
relevancy,"Lee Jun-fan played what character in ""The Green Hornet"" television series?","Lee Jun-fan, better known as Bruce Lee, played the character Kato in ""The Green Hornet"" television series.",1.0,YES
relevancy,"The 1895/96 Football League season was the eighth in Football League history with Everton, their Goodison Park home, is a football stadium located in Walton, Liverpool, in which country?","The football stadium, Goodison Park, is located in Walton, Liverpool, England.",1.0,YES
relevancy,"A Head Full of Dreams Tour is the seventh tour by Coldplay, and which had it's first show at a stadium that is known as Estadio Unico and is owned by who?","The first show of the A Head Full of Dreams Tour by Coldplay was held at Estadio Ciudad de La Plata, also known as Estadio Único, which is owned by the Province of Buenos Aires.",1.0,YES
relevancy,"Roger Avary (born August 23, 1965) is a Canadian film and television producer, screenwriter and director in the American mass media industry, he wrote the screenplay for Beowulf, a 2007 British-American 3D motion capture epic fantasy film, directed by who?","The 2007 British-American 3D motion capture epic fantasy film ""Beowulf"" was directed by Robert Zemeckis.",1.0,YES
relevancy,"The American Pre-Code comedy film featuring an American actress, dancer, and singer, widely known for performing in films and RKO's musical films, was released in what year?","The American Pre-Code comedy film featuring the American actress, dancer, and singer known for performing in films and RKO's musical films was released in 1933.",0.0,NO
relevancy,"An edited version of ""Just the Two of Us"" reached number two on the ""Billboard"" Hot 100 behind a song written and composed by Donna Weiss and Jackie DeShannon which spend how many weeks at No. 1 on the ""Billboard"" hot 100?","The song written and composed by Donna Weiss and Jackie DeShannon, which kept ""Just the Two of Us"" at number two, spent nine weeks at No. 1 on the ""Billboard"" Hot 100.",0.0,NO
relevancy,"Which band has more members, Saint Motel or Curve?","Saint Motel has more members. They consist of four members, while Curve was a duo with two members.",1.0,YES
relevancy,"""Funnybot"" is the second episode of the fifteenth season of which American animated television series, created by Trey Parker and Matt Stone?  ","""Funnybot"" is the second episode of the fifteenth season of the American animated television series ""South Park,"" created by Trey Parker and Matt Stone.",1.0,YES
relevancy,"Which private research university is located in Chestnut Hill, Massachusetts Boston College or Stanford University? ","Boston College is the private research university located in Chestnut Hill, Massachusetts.",1.0,YES
relevancy,"What American stage, film, and television actor  who also appeared in a large number of musicals, played Samson in the 1949 film ""Samson and Delilah"".","Victor Mature played Samson in the 1949 film ""Samson and Delilah"".",1.0,YES
relevancy,Iqaluit Airport and Canadian North are based out of what country?,Iqaluit Airport and Canadian North are based out of Canada.,1.0,YES
relevancy,In what political party was the man who officially opened he Royal Spa Centre in 1972?,"The man who officially opened the Royal Spa Centre in 1972, Anthony Eden, was a member of the British Conservative Party.",1.0,YES
relevancy,Which Oscar-nominated film was written by the screenwriter who wrote a 1991 romantic drama based upon a screenplay by Sooni Taraporevala?,"""Salaam Bombay"" is the Oscar-nominated film written by the screenwriter who also wrote the 1991 romantic drama ""Mississippi Masala.""",1.0,YES
relevancy,Are both Tim McIlrath and Spike Slawson American punk rock musicians?,"Yes, both Tim McIlrath and Spike Slawson are American punk rock musicians.",1.0,YES
relevancy,"The Golden Globe Award winner for best actor from ""Roseanne"" starred along what actress in Gigantic?","The Golden Globe Award winner for best actor from ""Roseanne,"" John Goodman, starred alongside Zooey Deschanel in ""Gigantic.""",1.0,YES
relevancy,"The expert mentor to the celebrities that perform on ""Splash!"" won the 2009 FINA World Championionship in the individual event at what age? ","The expert mentor to the celebrities on ""Splash!"" is Tom Daley. However, there is no information provided about him winning the 2009 FINA World Championship in the individual event or his age at that time.",0.0,NO
relevancy,"Still Da Baddest is the fourth studio album by American rapper Trina, following the poor chart performance, ""I Got a Thang for You"" featuring which American singer/songwriter, record producer, business woman, and television personality, and was born in Oakland, California?","""I Got a Thang for You"" features American singer Keyshia Cole.",1.0,YES
relevancy,What profession does Am Rong and Alexandre Rockwell have in common?,Both Am Rong and Alexandre Rockwell were filmmakers.,1.0,YES
relevancy,El Nuevo Cojo and Golf Magazine are both special interest publications but which one is owned by Time Inc?,Golf Magazine is owned by Time Inc.,1.0,YES
relevancy,Who funds the bowling team that includes the school bus driver for Springfield Elementary School?,The bowling team that includes the school bus driver for Springfield Elementary School is funded with Mr. Burns's money.,1.0,YES
relevancy,What city are George Washington University Hospital and MedStar Washington Hospital Center located in?,"George Washington University Hospital and MedStar Washington Hospital Center are located in Washington, D.C.",1.0,YES
relevancy,what is the connection between Peter O'Meara and Norman Dike?,"Peter O'Meara portrayed Norman Dike in the HBO miniseries ""Band of Brothers.""",1.0,YES
relevancy,"What author has contributed to such works as ""New Statesmen"", ""The Nation"", and ""The Atlantic"", among others, while also being being associated with Dysteleology?","The author who has contributed to works such as ""New Statesman"", ""The Nation"", and ""The Atlantic"", and is also associated with Dysteleology, is Christopher Hitchens.",1.0,YES
relevancy,Who developed the prototype pacemaker used by the 34th President of the USA?,"The prototype pacemaker used by the 34th President of the USA, Dwight D. Eisenhower, was developed by R Adams Cowley.",1.0,YES
relevancy,Which publishing company has published Bizarre and a sister publication devoted to the anomalous phenomena popularised by Charles Fort?,Dennis Publishing has published Bizarre and a sister publication devoted to the anomalous phenomena popularised by Charles Fort.,1.0,YES
relevancy,"Who performed the lead single on the album Friends in Low Places, No Fences, that reached #1 on Billboard?","The lead single on the album ""No Fences"" that reached #1 on Billboard was performed by Garth Brooks.",1.0,YES
relevancy,Hate to Feel is the tenth track on what Alice in Chains' album that peaked as number six on the Billboard 200?,"""Hate to Feel"" is the tenth track on Alice in Chains' album ""Dirt,"" which peaked at number six on the Billboard 200.",1.0,YES
relevancy,"The lead singer and guitarist in the Portland, Oregon rock band consisting of John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist and Eric Howk, goes by what alias?","The lead singer and guitarist in the Portland, Oregon rock band consisting of John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist, and Eric Howk goes by the alias The Fantastic The.",1.0,YES
relevancy,What year was the winner of the 2016 Marrakesh ePrix born?,"The winner of the 2016 Marrakesh ePrix, Sébastien Buemi, was born in 1988.",0.0,NO
relevancy,"South Korean actor Kim Yool-ho starred in what 2016 movie directed by Yeon Sang-ho Yeon Sang-ho and starring actors Gong Yoo, Jung Yu-mi, and Ma Dong-seok?","Kim Yool-ho starred in the 2016 movie ""Train to Busan,"" directed by Yeon Sang-ho and starring actors Gong Yoo, Jung Yu-mi, and Ma Dong-seok.",1.0,YES
relevancy,According to the 2006 census what is the population of the city in which James Iroha Uchechukwu was born ?,"The 2006 census does not provide the population of Enugu, the city where James Iroha Uchechukwu was born, in the given context.",0.0,NO
relevancy,What actor in the film D.C. Cab also had a role in the TV series Barney Miller?,"Max Gail, who starred in the film ""D.C. Cab,"" also had a role in the TV series ""Barney Miller.""",1.0,YES
relevancy,Which industry do Richard Hawley and Chicago's Catherine belong to? ,Richard Hawley and the band Catherine both belong to the music industry.,1.0,YES
relevancy,Are Pam Veasey and Jon Jost both American?,"Yes, both Pam Veasey and Jon Jost are American.",1.0,YES
relevancy,Maurice Hines and his brother were famous for what?,"Maurice Hines and his brother Gregory Hines were famous for their contributions to the entertainment industry, particularly in dance. Maurice is known as an actor, director, singer, and choreographer, while Gregory was renowned as a dancer.",1.0,YES
relevancy,Are the New Orleans Outfall Canals the same length as the Augusta Canal?,"No, the New Orleans Outfall Canals and the Augusta Canal are not the same length. The New Orleans Outfall Canals consist of three canals with a total of 13 miles of levees and floodwalls, while the Augusta Canal is approximately 13 miles long.",1.0,YES
relevancy,In which stadium do the teams owned by Myra Kraft's husband play?,The teams owned by Myra Kraft's husband play in Gillette Stadium.,1.0,YES
relevancy,What southern California based band covered Blue Ã–yster Cult's Godzilla?,"Fu Manchu is the southern California-based band that covered Blue Öyster Cult's ""Godzilla.""",1.0,YES
relevancy,"The Swedish-British entertainment studio executive and film executive producer, who was the Executive producer for a 2016 American action thriller film directed by Babak Najafi, currently serve?","The context does not provide information about a Swedish-British entertainment studio executive and film executive producer who was the executive producer for a 2016 American action thriller film directed by Babak Najafi. Therefore, it is not possible to determine their current position or role.",0.0,NO
relevancy,"an Emmy Award winner and two-time Tony Award winner, was on the episode 15 of the third season of ""Chuck"". what is her name ?",The person you are referring to is Jane Alexander.,0.0,NO
relevancy,"What is the current name of the Atlanta Mansion built for the daughter of the 41st Mayor of Atlanta, Georgia?","The current name of the Atlanta mansion built for the daughter of the 41st Mayor of Atlanta, Georgia, is Lullwater Estate.",0.0,NO
relevancy,Who invented the type of script used in autographs?,"The type of script used in autographs, which are hand-copies of cuneiform clay-tablets, was invented by the Sumerians.",1.0,YES
relevancy,Approximately what percentage of the global population is made up of the ethnic group Princess Fragrant was produced to improve relations with?,"The ethnic group that ""Princess Fragrant"" was produced to improve relations with is the Uighurs. The context does not provide specific information about the percentage of the global population made up by the Uighurs.",1.0,YES
relevancy,The Boren-McCurdy proposals were partially brought about by which Oklahoma politician in 1992?,The Boren-McCurdy proposals were partially brought about by Oklahoma politician David L. Boren in 1992.,1.0,YES
relevancy,The Thoen Stone is on display at a museum in what county?,The Thoen Stone is on display at a museum in Lawrence County.,1.0,YES
relevancy,"Is Children's National Medical Center or MedStar Washington Hospital Center the largest private hospital in Washington, D.C.?","MedStar Washington Hospital Center is the largest private hospital in Washington, D.C.",1.0,YES
